,Type,Age,Breed1,Gender,Color1,Color2,MaturitySize,FurLength,Vaccinated,Sterilized,Health,Fee,PhotoAmt,Adopted,Adopted_prediction
5620,Dog,36,Mixed Breed,Female,Brown,Golden,Medium,Short,Not Sure,Not Sure,Healthy,0,2,No,Yes
5621,Cat,84,Domestic Short Hair,Male,Brown,White,Medium,Short,Yes,Yes,Healthy,0,2,Yes,Yes
5622,Cat,3,Domestic Medium Hair,Male,Cream,White,Small,Medium,No,Yes,Healthy,0,0,No,Yes
5623,Dog,1,Mixed Breed,Male,Brown,No Color,Medium,Short,No,No,Healthy,0,4,Yes,No
5624,Dog,4,Mixed Breed,Male,Black,No Color,Small,Short,Yes,No,Healthy,0,6,Yes,Yes
5625,Dog,3,Doberman Pinscher,Female,Black,Brown,Medium,Short,Yes,Yes,Healthy,8,5,Yes,No
5626,Cat,7,Domestic Short Hair,Male,Yellow,White,Medium,Medium,No,No,Healthy,0,1,Yes,Yes
5627,Cat,3,Domestic Short Hair,Female,Black,Gray,Small,Short,No,No,Healthy,0,5,Yes,No
5628,Dog,2,Mixed Breed,Female,Black,White,Medium,Medium,No,No,Healthy,0,1,Yes,No
5629,Cat,1,Domestic Medium Hair,Female,Black,White,Medium,Medium,No,No,Healthy,0,1,Yes,No
5630,Cat,36,Persian,Female,Black,Brown,Medium,Medium,Yes,Yes,Healthy,0,2,Yes,Yes
5631,Cat,2,Domestic Short Hair,Female,Black,White,Small,Short,No,No,Healthy,0,3,No,No
5632,Cat,1,Domestic Short Hair,Female,Black,Brown,Medium,Short,No,No,Healthy,0,6,No,No
5633,Dog,3,Mixed Breed,Male,Black,White,Medium,Short,Yes,No,Healthy,0,1,Yes,Yes
5634,Cat,3,Domestic Short Hair,Female,Gray,No Color,Medium,Short,No,No,Healthy,0,1,Yes,Yes
5635,Dog,2,Mixed Breed,Female,Brown,White,Medium,Short,Yes,No,Healthy,0,1,No,No
5636,Cat,5,Domestic Short Hair,Female,Black,Brown,Medium,Short,No,No,Healthy,0,6,Yes,Yes
5637,Dog,36,Shih Tzu,Female,Brown,White,Medium,Long,Yes,No,Healthy,200,2,Yes,No
5638,Cat,1,Oriental Short Hair,Female,Black,No Color,Small,Medium,No,No,Minor Injury,0,1,Yes,No
5639,Dog,2,Mixed Breed,Male,Black,Brown,Medium,Short,Not Sure,No,Healthy,0,1,Yes,No
5640,Dog,1,Mixed Breed,Female,Black,Brown,Medium,Medium,No,No,Healthy,0,1,Yes,No
5641,Dog,2,Mixed Breed,Female,Cream,White,Medium,Medium,No,No,Healthy,0,3,Yes,No
5642,Dog,24,Husky,Male,Gray,White,Large,Medium,Yes,Yes,Healthy,500,4,Yes,Yes
5643,Cat,2,Domestic Short Hair,Male,Golden,Yellow,Medium,Short,Yes,No,Healthy,0,11,Yes,No
5644,Cat,4,Domestic Short Hair,Male,Gray,White,Medium,Short,No,No,Healthy,0,5,Yes,No
5645,Dog,4,Mixed Breed,Male,Brown,No Color,Medium,Short,Yes,No,Minor Injury,0,1,Yes,Yes
5646,Cat,48,Tabby,Male,Black,Brown,Medium,Medium,Yes,Yes,Healthy,0,5,No,Yes
5647,Dog,1,Mixed Breed,Male,Golden,No Color,Small,Short,No,No,Healthy,0,3,No,No
5648,Dog,1,Mixed Breed,Male,Black,White,Medium,Short,No,No,Healthy,0,8,Yes,No
5649,Dog,2,Mixed Breed,Female,Black,Brown,Medium,Medium,No,No,Healthy,0,2,Yes,No
5650,Cat,60,Burmilla,Female,Brown,Golden,Medium,Long,Yes,No,Healthy,0,11,Yes,No
5651,Cat,12,Tortoiseshell,Female,Black,Yellow,Small,Medium,Yes,Yes,Healthy,0,1,Yes,No
5652,Dog,6,Mixed Breed,Female,Black,Brown,Medium,Short,No,No,Healthy,0,2,Yes,Yes
5653,Cat,5,Domestic Short Hair,Female,Black,No Color,Small,Short,No,No,Healthy,0,2,Yes,Yes
5654,Cat,18,Domestic Short Hair,Female,Black,Brown,Medium,Short,Yes,Yes,Healthy,300,3,Yes,Yes
5655,Dog,5,Mixed Breed,Male,Brown,Cream,Medium,Short,Yes,No,Healthy,0,5,Yes,Yes
5656,Dog,12,Mixed Breed,Male,Black,Yellow,Medium,Medium,Yes,Yes,Healthy,0,4,Yes,Yes
5657,Cat,8,Domestic Short Hair,Male,Black,No Color,Medium,Short,Yes,No,Healthy,0,1,Yes,Yes
5658,Cat,12,Domestic Long Hair,Female,Black,Brown,Medium,Long,Not Sure,Not Sure,Healthy,0,1,Yes,Yes
5659,Cat,12,Domestic Short Hair,Male,Cream,Gray,Medium,Short,No,No,Healthy,0,1,Yes,Yes
5660,Cat,3,Domestic Short Hair,Male,Black,White,Medium,Medium,No,No,Healthy,0,1,Yes,No
5661,Dog,9,Golden Retriever,Female,Yellow,Cream,Medium,Medium,Yes,No,Healthy,0,1,Yes,No
5662,Cat,10,Domestic Short Hair,Female,Gray,White,Small,Short,No,No,Healthy,0,4,No,Yes
5663,Cat,3,Tabby,Female,Black,White,Small,Short,Yes,No,Healthy,0,5,Yes,No
5664,Cat,3,Domestic Short Hair,Female,Black,Yellow,Medium,Short,No,No,Healthy,0,1,Yes,Yes
5665,Dog,1,Mixed Breed,Female,Black,White,Small,Short,No,No,Healthy,0,9,Yes,No
5666,Dog,2,Mixed Breed,Female,Black,Brown,Medium,Short,Not Sure,No,Healthy,0,2,Yes,No
5667,Dog,2,Mixed Breed,Male,Black,Brown,Medium,Short,No,No,Healthy,20,1,Yes,No
5668,Dog,60,Spitz,Female,Black,No Color,Medium,Medium,Yes,Yes,Healthy,0,4,Yes,Yes
5669,Dog,4,Labrador Retriever,Female,Brown,White,Medium,Short,No,No,Healthy,0,10,Yes,No
5670,Dog,4,Mixed Breed,Female,Brown,No Color,Medium,Short,No,No,Healthy,0,1,Yes,Yes
5671,Cat,15,Domestic Medium Hair,Male,Golden,White,Medium,Medium,Yes,No,Healthy,0,3,Yes,Yes
5672,Dog,36,Mixed Breed,Female,Brown,No Color,Small,Medium,Yes,Not Sure,Healthy,0,4,Yes,Yes
5673,Cat,11,Domestic Short Hair,Male,Black,No Color,Medium,Short,No,No,Healthy,0,1,No,Yes
5674,Dog,4,Mixed Breed,Female,Brown,No Color,Medium,Medium,No,No,Healthy,0,3,No,Yes
5675,Dog,24,Silky Terrier,Female,Brown,No Color,Small,Medium,Not Sure,No,Healthy,0,1,Yes,No
5676,Cat,2,Domestic Short Hair,Male,Yellow,White,Medium,Short,No,No,Healthy,0,2,Yes,No
5677,Cat,3,Domestic Short Hair,Male,Golden,Yellow,Small,Short,Not Sure,Not Sure,Healthy,0,4,Yes,No
5678,Cat,1,Persian,Male,Yellow,No Color,Small,Medium,No,No,Healthy,0,6,Yes,No
5679,Dog,24,Mixed Breed,Female,Black,No Color,Medium,Short,Yes,Yes,Healthy,50,2,No,Yes
5680,Dog,48,Shih Tzu,Male,White,No Color,Small,Medium,Yes,Yes,Healthy,0,2,Yes,No
5681,Dog,1,Mixed Breed,Female,Yellow,No Color,Medium,Short,No,No,Healthy,0,1,Yes,No
5682,Dog,3,Mixed Breed,Female,Brown,No Color,Large,Medium,Yes,No,Healthy,0,0,No,Yes
5683,Dog,3,Mixed Breed,Female,Black,White,Medium,Short,Yes,No,Healthy,0,3,Yes,Yes
5684,Dog,1,Mixed Breed,Male,Black,Yellow,Medium,Short,Not Sure,No,Healthy,0,1,Yes,Yes
5685,Cat,6,Abyssinian,Male,Black,White,Medium,Medium,No,No,Healthy,0,1,Yes,No
5686,Cat,3,Domestic Short Hair,Female,Golden,Yellow,Medium,Medium,No,No,Healthy,0,0,No,Yes
5687,Cat,8,Domestic Short Hair,Female,Black,White,Medium,Medium,No,No,Healthy,0,3,No,Yes
5688,Dog,12,Mixed Breed,Male,Brown,Cream,Medium,Medium,Not Sure,Not Sure,Healthy,0,1,Yes,Yes
5689,Dog,72,Terrier,Male,Cream,White,Medium,Medium,Yes,No,Healthy,0,1,No,No
5690,Dog,5,Pomeranian,Male,Brown,Cream,Small,Medium,Yes,No,Healthy,500,2,Yes,No
5691,Dog,2,Mixed Breed,Male,Black,White,Medium,Medium,No,No,Healthy,0,1,Yes,No
5692,Cat,1,Domestic Short Hair,Male,Golden,White,Small,Short,No,No,Healthy,0,4,No,No
5693,Cat,1,Domestic Medium Hair,Female,Black,Golden,Medium,Medium,No,No,Healthy,0,3,Yes,No
5694,Dog,1,Mixed Breed,Female,Black,Brown,Medium,Short,No,No,Healthy,0,8,Yes,No
5695,Cat,30,Domestic Short Hair,Female,Black,Gray,Medium,Short,Yes,Yes,Healthy,0,2,No,Yes
5696,Dog,36,Basset Hound,Male,Black,Brown,Medium,Short,Yes,No,Healthy,0,3,Yes,No
5697,Dog,72,Shih Tzu,Male,Brown,Gray,Small,Long,Yes,Yes,Healthy,150,11,Yes,No
5698,Cat,12,Domestic Short Hair,Male,Black,White,Medium,Short,Yes,Yes,Healthy,0,2,Yes,Yes
5699,Dog,10,Mixed Breed,Male,Black,No Color,Medium,Short,Yes,Not Sure,Healthy,0,3,Yes,Yes
5700,Cat,5,Domestic Short Hair,Female,Brown,No Color,Medium,Short,No,No,Healthy,0,1,No,Yes
5701,Dog,24,Mixed Breed,Male,Cream,No Color,Medium,Medium,Yes,No,Healthy,0,2,Yes,Yes
5702,Cat,4,Domestic Short Hair,Female,Cream,White,Small,Short,Yes,Yes,Healthy,50,5,Yes,Yes
5703,Dog,8,Jack Russell Terrier,Male,Black,Brown,Small,Short,Yes,Yes,Healthy,0,6,Yes,No
5704,Dog,2,Collie,Male,Brown,White,Medium,Short,No,No,Healthy,0,3,Yes,No
5705,Cat,4,American Shorthair,Male,Black,White,Medium,Medium,No,No,Healthy,0,3,Yes,No
5706,Cat,10,Domestic Short Hair,Female,Black,Gray,Small,Short,Yes,No,Healthy,50,1,No,Yes
5707,Dog,47,Mixed Breed,Male,Black,No Color,Medium,Short,Yes,No,Healthy,0,0,No,Yes
5708,Cat,1,Persian,Female,Black,Golden,Medium,Long,Yes,No,Healthy,150,5,Yes,No
5709,Cat,2,Domestic Medium Hair,Male,Black,Cream,Medium,Medium,No,No,Healthy,0,5,Yes,No
5710,Dog,4,Mixed Breed,Male,Black,No Color,Medium,Short,No,No,Healthy,80,4,Yes,Yes
5711,Cat,5,Domestic Medium Hair,Female,Brown,Cream,Small,Medium,No,No,Healthy,0,6,Yes,Yes
5712,Cat,4,Domestic Short Hair,Female,Golden,No Color,Small,Short,Yes,No,Healthy,0,2,Yes,No
5713,Cat,60,Persian,Female,Cream,Gray,Medium,Long,Yes,No,Healthy,100,3,Yes,No
5714,Cat,3,Domestic Short Hair,Male,Brown,Yellow,Medium,Short,Yes,No,Healthy,0,7,Yes,No
5715,Cat,4,Domestic Medium Hair,Female,Black,Brown,Medium,Medium,Yes,Not Sure,Healthy,0,3,Yes,Yes
5716,Dog,12,Mixed Breed,Male,Black,No Color,Medium,Short,No,Yes,Healthy,0,4,Yes,Yes
5717,Cat,4,Domestic Short Hair,Male,Black,Brown,Medium,Medium,No,No,Healthy,0,1,No,Yes
5718,Cat,6,Domestic Short Hair,Female,Black,No Color,Small,Short,No,No,Healthy,0,1,No,Yes
5719,Dog,3,Mixed Breed,Female,Brown,No Color,Medium,Medium,Yes,No,Healthy,0,5,Yes,No
5720,Dog,1,Rottweiler,Male,Black,Brown,Medium,Medium,No,No,Healthy,0,5,Yes,No
5721,Cat,1,Domestic Medium Hair,Male,Yellow,Cream,Medium,Medium,No,No,Healthy,0,9,Yes,No
5722,Dog,1,Mixed Breed,Female,Black,Brown,Medium,Medium,Not Sure,Not Sure,Healthy,0,3,No,Yes
5723,Cat,3,Domestic Short Hair,Female,Gray,White,Medium,Short,No,No,Healthy,50,7,Yes,No
5724,Cat,1,Domestic Short Hair,Female,Black,White,Medium,Short,No,No,Healthy,0,1,Yes,No
5725,Dog,11,Mixed Breed,Male,Brown,White,Medium,Short,Yes,Yes,Healthy,150,3,Yes,Yes
5726,Cat,24,American Shorthair,Female,Black,Brown,Large,Medium,Not Sure,Not Sure,Healthy,0,4,Yes,Yes
5727,Cat,4,Domestic Short Hair,Female,Golden,White,Medium,Short,Yes,No,Healthy,0,1,Yes,No
5728,Cat,2,Domestic Short Hair,Male,Brown,Yellow,Medium,Medium,No,No,Healthy,0,2,Yes,No
5729,Cat,2,Domestic Short Hair,Female,Black,Yellow,Small,Short,No,No,Healthy,20,4,No,Yes
5730,Cat,5,Domestic Short Hair,Female,Brown,Golden,Small,Short,No,No,Healthy,0,12,Yes,No
5731,Dog,11,Golden Retriever,Female,Brown,White,Medium,Medium,Yes,Yes,Healthy,0,1,Yes,No
5732,Dog,2,Mixed Breed,Female,Black,Brown,Medium,Short,Yes,No,Healthy,0,3,No,No
5733,Dog,2,Mixed Breed,Female,Black,Brown,Small,Short,No,No,Healthy,0,4,No,Yes
5734,Dog,12,Mixed Breed,Female,Black,Brown,Small,Medium,Yes,No,Healthy,20,3,No,Yes
5735,Dog,12,Mixed Breed,Female,Brown,Cream,Medium,Short,Not Sure,Not Sure,Healthy,0,5,Yes,Yes
5736,Dog,120,Labrador Retriever,Female,Yellow,Cream,Large,Short,Not Sure,Not Sure,Serious Injury,0,4,Yes,Yes
5737,Dog,60,Poodle,Female,Brown,No Color,Small,Medium,Yes,Yes,Healthy,200,7,Yes,Yes
5738,Dog,11,Mixed Breed,Female,Brown,Golden,Large,Medium,Yes,Not Sure,Healthy,0,1,Yes,Yes
5739,Cat,36,Domestic Short Hair,Female,White,No Color,Medium,Short,Yes,Yes,Healthy,50,3,Yes,Yes
5740,Cat,3,Domestic Short Hair,Female,Black,White,Medium,Medium,Not Sure,No,Healthy,0,11,Yes,No
5741,Dog,12,Mixed Breed,Female,Black,Gray,Medium,Medium,No,No,Healthy,0,2,No,Yes
5742,Dog,2,Mixed Breed,Female,Brown,White,Medium,Short,No,No,Healthy,0,2,Yes,No
5743,Dog,2,Mixed Breed,Male,White,No Color,Medium,Short,No,No,Healthy,50,1,Yes,No
5744,Dog,36,Poodle,Male,Golden,No Color,Small,Medium,Yes,Yes,Healthy,0,2,Yes,No
5745,Dog,12,Mixed Breed,Male,Black,Brown,Small,Medium,Not Sure,Not Sure,Healthy,0,5,Yes,No
5746,Dog,21,Poodle,Male,White,No Color,Small,Medium,Yes,No,Healthy,450,4,No,No
5747,Dog,1,Mixed Breed,Female,Cream,No Color,Medium,Short,Yes,No,Healthy,0,4,Yes,No
5748,Dog,0,Mixed Breed,Female,Brown,No Color,Medium,Medium,No,No,Healthy,0,5,Yes,No
5749,Dog,1,Mixed Breed,Female,Black,Yellow,Medium,Short,No,No,Healthy,0,2,Yes,No
5750,Dog,3,Mixed Breed,Male,Golden,No Color,Medium,Medium,Yes,Not Sure,Healthy,0,1,No,Yes
5751,Dog,36,Beagle,Male,Black,Brown,Medium,Short,Yes,Yes,Healthy,350,1,No,Yes
5752,Cat,5,Domestic Short Hair,Male,Golden,White,Medium,Short,Yes,Yes,Healthy,50,2,Yes,Yes
5753,Cat,12,Domestic Medium Hair,Male,Black,Brown,Large,Medium,Yes,Yes,Healthy,0,12,Yes,Yes
5754,Cat,4,Domestic Short Hair,Female,Cream,Gray,Medium,Short,Yes,No,Healthy,120,7,Yes,No
5755,Dog,4,Mixed Breed,Female,White,No Color,Medium,Short,Yes,No,Healthy,0,3,No,Yes
5756,Cat,36,Domestic Short Hair,Female,Brown,Yellow,Medium,Medium,Yes,Yes,Healthy,120,3,Yes,Yes
5757,Dog,1,Mixed Breed,Female,Brown,No Color,Medium,Medium,Not Sure,Not Sure,Healthy,0,1,Yes,Yes
5758,Cat,24,Domestic Short Hair,Female,Brown,Yellow,Medium,Medium,Yes,Yes,Healthy,0,2,No,Yes
5759,Cat,2,Domestic Medium Hair,Female,Brown,Gray,Medium,Medium,No,No,Healthy,0,4,Yes,No
5760,Dog,1,Mixed Breed,Female,Brown,No Color,Medium,Short,No,No,Healthy,0,11,Yes,No
5761,Dog,6,Poodle,Female,Brown,No Color,Small,Medium,Yes,No,Healthy,350,2,Yes,No
5762,Dog,156,Mixed Breed,Female,Black,Brown,Medium,Medium,Yes,Not Sure,Healthy,0,1,Yes,Yes
5763,Dog,2,Mixed Breed,Male,Brown,No Color,Medium,Short,Yes,No,Healthy,0,2,Yes,No
5764,Dog,12,Mixed Breed,Male,Black,Brown,Medium,Short,Yes,Yes,Healthy,0,1,No,Yes
5765,Dog,24,Bull Terrier,Male,Cream,No Color,Large,Long,Yes,No,Healthy,0,4,No,No
5766,Dog,2,Mixed Breed,Female,Brown,No Color,Medium,Medium,Yes,No,Healthy,0,7,Yes,No
5767,Dog,10,Rottweiler,Female,Black,No Color,Large,Short,Yes,No,Healthy,0,2,Yes,No
5768,Cat,3,Domestic Short Hair,Male,Golden,Cream,Medium,Short,Yes,No,Healthy,0,5,Yes,No
5769,Cat,2,Domestic Short Hair,Female,Black,No Color,Medium,Short,No,No,Healthy,0,4,Yes,No
5770,Dog,2,Mixed Breed,Male,Black,No Color,Medium,Short,No,No,Healthy,0,5,Yes,No
5771,Dog,6,Beagle,Male,Brown,Cream,Small,Short,No,No,Healthy,0,2,Yes,No
5772,Cat,24,Domestic Long Hair,Female,Black,Brown,Medium,Long,Yes,No,Healthy,0,2,Yes,No
5773,Cat,5,Domestic Short Hair,Female,Black,Yellow,Medium,Short,No,No,Healthy,0,1,Yes,Yes
5774,Dog,4,Mixed Breed,Female,Black,Brown,Medium,Medium,No,No,Healthy,0,7,Yes,No
5775,Cat,17,Oriental Long Hair,Female,Yellow,Gray,Large,Long,Yes,No,Healthy,500,3,Yes,No
5776,Cat,2,Domestic Short Hair,Male,Black,No Color,Small,Short,No,No,Healthy,0,6,Yes,No
5777,Dog,2,Mixed Breed,Female,Brown,White,Medium,Short,No,No,Healthy,0,2,No,No
5778,Cat,12,Tabby,Male,Black,Gray,Medium,Short,No,No,Healthy,0,3,No,Yes
5779,Dog,4,Mixed Breed,Female,Black,No Color,Medium,Short,Yes,No,Healthy,0,5,Yes,Yes
5780,Dog,53,Mixed Breed,Male,Brown,No Color,Medium,Medium,Yes,No,Healthy,0,5,Yes,Yes
5781,Dog,60,Shih Tzu,Female,Brown,White,Medium,Short,Yes,Not Sure,Healthy,0,1,Yes,Yes
5782,Cat,14,Domestic Medium Hair,Female,Black,Brown,Medium,Medium,No,No,Healthy,0,2,No,Yes
5783,Cat,6,Domestic Short Hair,Male,Brown,No Color,Medium,Short,No,Yes,Healthy,0,2,Yes,Yes
5784,Dog,8,Mixed Breed,Female,Gray,No Color,Medium,Short,Yes,Yes,Healthy,0,4,Yes,Yes
5785,Dog,5,Mixed Breed,Female,Cream,No Color,Medium,Medium,Yes,Yes,Healthy,0,4,Yes,Yes
5786,Cat,3,Domestic Short Hair,Male,Brown,Golden,Medium,Short,Yes,No,Healthy,10,8,Yes,No
5787,Dog,24,Rottweiler,Male,Black,Brown,Large,Short,Yes,No,Healthy,0,3,Yes,No
5788,Cat,2,Domestic Medium Hair,Male,Yellow,No Color,Small,Medium,No,No,Healthy,0,5,Yes,No
5789,Cat,3,Domestic Short Hair,Male,Black,Brown,Small,Short,No,Yes,Healthy,0,3,Yes,No
5790,Dog,2,Labrador Retriever,Female,Black,Golden,Large,Medium,Yes,No,Healthy,0,19,Yes,No
5791,Cat,60,Domestic Short Hair,Male,Brown,Cream,Small,Short,Yes,Yes,Healthy,0,3,Yes,Yes
5792,Dog,1,Mixed Breed,Male,Brown,White,Medium,Short,Yes,No,Healthy,0,10,Yes,No
5793,Cat,9,Bombay,Female,Black,No Color,Small,Short,No,Yes,Healthy,0,1,Yes,Yes
5794,Cat,6,Domestic Short Hair,Female,Gray,White,Small,Short,No,Yes,Healthy,0,1,Yes,Yes
5795,Dog,1,Mixed Breed,Male,Brown,White,Medium,Medium,No,No,Healthy,0,4,Yes,No
5796,Dog,1,Mixed Breed,Male,Black,No Color,Medium,Short,No,No,Healthy,50,6,Yes,No
5797,Dog,5,Mixed Breed,Female,Cream,No Color,Medium,Short,Yes,Yes,Healthy,0,4,No,Yes
5798,Dog,3,Mixed Breed,Male,Golden,Cream,Medium,Short,Yes,No,Healthy,0,3,Yes,No
5799,Cat,3,Domestic Short Hair,Male,Black,Gray,Medium,Short,Yes,No,Healthy,50,1,No,Yes
5800,Cat,3,Domestic Short Hair,Female,Gray,No Color,Small,Short,No,No,Healthy,0,0,No,Yes
5801,Dog,4,Belgian Shepherd Malinois,Female,Black,Brown,Medium,Medium,Yes,Not Sure,Healthy,0,3,Yes,No
5802,Dog,36,Mixed Breed,Male,Brown,Cream,Small,Long,Yes,Yes,Healthy,150,13,Yes,No
5803,Cat,5,Domestic Short Hair,Female,Black,White,Small,Short,Yes,Not Sure,Healthy,0,2,Yes,Yes
5804,Dog,24,Spitz,Female,Black,Brown,Medium,Medium,Yes,Yes,Healthy,0,3,Yes,Yes
5805,Cat,2,Domestic Short Hair,Male,Golden,No Color,Medium,Short,No,No,Healthy,50,4,Yes,No
5806,Dog,2,Mixed Breed,Male,Black,No Color,Small,Medium,Not Sure,Not Sure,Healthy,0,4,Yes,Yes
5807,Dog,2,Mixed Breed,Female,Brown,No Color,Medium,Short,Yes,No,Healthy,0,13,Yes,No
5808,Cat,6,Domestic Short Hair,Male,Golden,White,Small,Short,No,No,Healthy,0,1,Yes,Yes
5809,Cat,4,Domestic Short Hair,Male,Golden,White,Medium,Short,No,No,Healthy,30,1,Yes,No
5810,Dog,5,Mixed Breed,Male,White,No Color,Medium,Short,No,No,Healthy,0,2,No,Yes
5811,Dog,72,Dachshund,Female,Golden,No Color,Small,Long,Yes,Yes,Healthy,500,2,Yes,No
5812,Dog,4,Mixed Breed,Female,Brown,No Color,Medium,Short,Not Sure,No,Minor Injury,0,4,No,Yes
5813,Dog,2,Mixed Breed,Male,Black,Brown,Medium,Medium,No,No,Healthy,0,5,Yes,No
5814,Dog,5,Mixed Breed,Female,Black,No Color,Small,Short,No,No,Healthy,0,5,No,Yes
5815,Dog,2,Mixed Breed,Female,Black,No Color,Medium,Short,Yes,Not Sure,Healthy,0,2,No,Yes
5816,Dog,36,Mixed Breed,Female,Black,Brown,Medium,Short,No,Yes,Healthy,0,3,No,Yes
5817,Cat,1,Calico,Female,Black,Brown,Small,Short,No,No,Healthy,0,7,No,No
5818,Cat,3,Domestic Short Hair,Female,Black,White,Medium,Short,No,Yes,Healthy,0,5,Yes,Yes
5819,Cat,1,Domestic Short Hair,Male,Black,Brown,Small,Short,Not Sure,Not Sure,Minor Injury,0,4,Yes,No
5820,Dog,84,Golden Retriever,Male,Golden,No Color,Large,Long,Yes,Yes,Healthy,0,1,Yes,No
5821,Dog,2,Mixed Breed,Female,Cream,No Color,Medium,Short,Not Sure,No,Healthy,0,1,Yes,No
5822,Dog,2,Mixed Breed,Female,Cream,White,Medium,Medium,Yes,No,Healthy,80,1,No,Yes
5823,Cat,9,Domestic Short Hair,Female,Gray,No Color,Medium,Short,Not Sure,Not Sure,Healthy,0,3,No,Yes
5824,Dog,18,Mixed Breed,Male,Brown,No Color,Medium,Short,Yes,No,Healthy,0,6,Yes,Yes
5825,Cat,24,Domestic Medium Hair,Female,Black,Yellow,Medium,Medium,Yes,Yes,Healthy,0,1,No,Yes
5826,Cat,20,Domestic Short Hair,Female,Brown,Cream,Small,Short,No,Yes,Healthy,30,3,No,Yes
5827,Dog,2,Mixed Breed,Female,Brown,No Color,Medium,Medium,No,No,Healthy,0,1,Yes,Yes
5828,Dog,12,Shih Tzu,Female,Cream,No Color,Small,Long,Yes,Yes,Healthy,0,2,Yes,No
5829,Cat,1,Oriental Short Hair,Female,Gray,White,Medium,Short,No,No,Healthy,0,1,Yes,No
5830,Cat,21,Domestic Long Hair,Male,Cream,No Color,Medium,Long,Yes,No,Healthy,0,3,No,Yes
5831,Dog,5,Mixed Breed,Female,Black,No Color,Medium,Medium,Yes,Yes,Healthy,0,8,No,Yes
5832,Dog,39,Shih Tzu,Female,Brown,Golden,Medium,Long,Yes,No,Healthy,250,2,Yes,No
5833,Cat,4,Domestic Medium Hair,Male,Yellow,No Color,Medium,Medium,No,No,Healthy,100,8,No,No
5834,Dog,1,Mixed Breed,Male,Brown,No Color,Medium,Medium,No,No,Healthy,0,1,Yes,No
5835,Dog,4,Mixed Breed,Female,Brown,No Color,Medium,Medium,Yes,No,Healthy,0,4,Yes,Yes
5836,Dog,2,Mixed Breed,Female,Black,Brown,Medium,Short,Not Sure,No,Healthy,0,2,Yes,No
5837,Dog,2,Terrier,Male,Black,Brown,Medium,Short,Not Sure,No,Healthy,0,4,Yes,No
5838,Dog,8,Mixed Breed,Male,Brown,No Color,Large,Short,Not Sure,Not Sure,Minor Injury,0,1,Yes,Yes
5839,Dog,2,Mixed Breed,Male,Brown,No Color,Medium,Short,No,No,Healthy,0,1,Yes,No
5840,Dog,24,Husky,Female,Black,White,Large,Medium,Yes,No,Healthy,0,2,Yes,No
5841,Cat,3,Domestic Medium Hair,Female,Black,Golden,Medium,Short,No,No,Healthy,0,2,Yes,No
5842,Cat,3,Maine Coon,Female,Brown,Golden,Small,Medium,No,No,Healthy,100,5,Yes,No
5843,Cat,3,Domestic Short Hair,Female,Black,Yellow,Medium,Short,No,No,Healthy,50,4,Yes,Yes
5844,Cat,3,Domestic Short Hair,Female,Yellow,No Color,Small,Short,No,No,Healthy,0,7,Yes,No
5845,Dog,12,Pekingese,Female,Black,Brown,Small,Medium,Not Sure,Yes,Healthy,0,1,Yes,No
5846,Dog,16,Mixed Breed,Male,Cream,No Color,Medium,Short,Yes,Yes,Healthy,0,4,No,Yes
5847,Dog,4,Mixed Breed,Female,Black,Brown,Medium,Medium,Yes,No,Healthy,150,1,No,Yes
5848,Dog,1,Mixed Breed,Male,Brown,No Color,Medium,Short,No,No,Healthy,0,2,Yes,No
5849,Cat,3,Tabby,Female,Brown,Cream,Medium,Short,No,No,Healthy,0,5,Yes,No
5850,Dog,35,Golden Retriever,Female,Golden,No Color,Medium,Medium,No,Yes,Healthy,50,2,Yes,No
5851,Dog,2,Mixed Breed,Male,Brown,White,Small,Short,Yes,No,Healthy,0,6,Yes,No
5852,Cat,2,Siamese,Male,White,No Color,Small,Medium,No,No,Minor Injury,0,5,Yes,No
5853,Cat,24,Domestic Short Hair,Male,Gray,White,Medium,Short,No,Yes,Healthy,0,0,No,Yes
5854,Cat,2,Domestic Medium Hair,Male,Black,Cream,Large,Medium,Yes,Yes,Healthy,0,1,No,Yes
5855,Dog,4,Mixed Breed,Male,Black,Brown,Small,Medium,Yes,No,Healthy,100,4,No,Yes
5856,Cat,2,Domestic Short Hair,Female,Brown,White,Small,Short,No,No,Healthy,50,1,Yes,No
5857,Cat,2,Domestic Short Hair,Female,Black,White,Small,Short,No,No,Healthy,0,1,Yes,No
5858,Dog,18,Mixed Breed,Male,Brown,White,Medium,Short,Not Sure,Not Sure,Healthy,0,4,Yes,Yes
5859,Dog,36,Labrador Retriever,Male,Brown,Golden,Large,Short,Yes,No,Healthy,0,3,Yes,No
5860,Dog,2,Labrador Retriever,Female,Black,White,Large,Short,No,No,Healthy,0,16,Yes,No
5861,Dog,41,Terrier,Female,Golden,No Color,Small,Medium,No,Not Sure,Healthy,25,7,Yes,No
5862,Dog,4,Mixed Breed,Male,White,No Color,Medium,Short,Yes,No,Healthy,0,1,No,Yes
5863,Dog,2,Mixed Breed,Female,Black,White,Medium,Medium,No,No,Minor Injury,150,2,No,No
5864,Cat,3,Domestic Short Hair,Female,Gray,White,Small,Short,No,No,Healthy,0,3,Yes,No
5865,Cat,2,Domestic Medium Hair,Male,Cream,White,Medium,Medium,No,No,Healthy,0,5,Yes,No
5866,Dog,1,Mixed Breed,Female,Brown,No Color,Medium,Medium,No,No,Healthy,150,14,Yes,No
